X,mean,MOEA_D,NSGA_II,R2_MOEA,VSD_MOEA
1,50,0.69730599924529,0.862126711651017,0.719450675839219,0.990241118623656
2,100,0.634705099902557,0.882630498632227,0.698498824076131,0.990241869896662
3,250,0.634705138193898,0.924233329476371,0.698150615478383,0.990241588404399
4,500,0.676439018717681,0.965462514680165,0.819854844846484,0.990232098164805
5,1000,0.676438986070216,0.985998929685315,0.776998720496605,0.985105789219378
