X,mean,MOEA_D,NSGA_II,R2_MOEA,VSD_MOEA
1,50,0.803611092623757,0.832408303016929,0.808706303364996,0.880197924344838
2,100,0.715338076776837,0.733563035007109,0.723148205409978,0.778823750390846
3,250,0.685604361177411,0.695344285031028,0.686420148987839,0.745188816557703
