X,mean,HV2obj,HV3obj
1,0,0.884082045080261,0.880227498922158
2,0.1,0.917500237390435,0.891037454529368
3,0.2,0.935606229095826,0.898183739663
4,0.3,0.940744120952087,0.899301075377316
5,0.4,0.942851259945131,0.901535850688579
6,0.5,0.941957914024,0.899280645894105
7,0.6,0.939381548906913,0.897246993413789
8,0.7,0.937297799655435,0.896507054385737
9,0.8,0.937393389074087,0.893684771207053
10,0.9,0.93535724735,0.893278518718474
11,1,0.934496699877522,0.891629802571737
