X,mean,HV2obj,HV3obj
1,10\%,0.925265141291522,0.896972970970737
2,20\%,0.932993418527261,0.898986768074579
3,30\%,0.938033538003565,0.901563038045421
4,40\%,0.939389868732695,0.903498542603947
5,50\%,0.942851259945131,0.901535850688579
6,60\%,0.942915617311913,0.900187060685895
7,70\%,0.943519554670826,0.898327134892737
8,80\%,0.943316885502652,0.895007433336368
9,90\%,0.942900509666783,0.890031549774369
10,100\%,0.940215405308783,0.877559847426473
