X,mean,MOEA_D,NSGA_II,R2_MOEA,VSD_MOEA
1,50,0.762458231278779,0.62424189878907,0.783169268387389,0.845988485499508
2,100,0.635923010388544,0.591519751206753,0.658157532244844,0.724400394991827
3,250,0.592958519926643,0.504871814820525,0.621801595633778,0.631506904643944
