X,mean,MOEA_D,NSGA_II,R2_MOEA,VSD_MOEA
1,50,0.317581817327322,0.135325442254898,0.375854975801404,0.508878633995627
2,100,0.251666462117553,0.066811949111737,0.317715792190611,0.472821640393125
3,250,0.248574414616442,0.029385693648907,0.000178948949273,0.475358628463776
4,500,0.219981249723791,0.000355286034151,0,0.437487782338445
5,1000,0.083566400784399,0,0,0.052257794992545
